Customer Type,Type of Travel,Class,Flight Distance,Inflight wifi service,Ease of Online booking,Online boarding,Seat comfort,Inflight entertainment,satisfaction
Loyal Customer,Personal Travel,Eco,86,2,2,4,3,2,neutral or dissatisfied
disloyal Customer,Business travel,Business,259,4,4,4,5,5,satisfied
Loyal Customer,Personal Travel,Eco,430,2,2,2,4,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,3784,2,4,2,2,2,neutral or dissatisfied
Loyal Customer,Business travel,Eco Plus,1521,2,4,4,4,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,296,1,1,5,4,4,satisfied
Loyal Customer,Business travel,Business,2758,2,2,4,4,5,satisfied
disloyal Customer,Business travel,Eco,594,3,3,3,3,3,neutral or dissatisfied
Loyal Customer,Personal Travel,Business,1334,3,3,4,5,3,neutral or dissatisfied
Loyal Customer,Business travel,Eco,406,3,2,3,3,3,neutral or dissatisfied
disloyal Customer,Business travel,Eco,1036,5,5,5,5,5,satisfied
Loyal Customer,Business travel,Business,134,2,1,2,2,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,1076,3,1,4,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,151,2,2,3,2,4,satisfied
Loyal Customer,Business travel,Eco,507,2,5,4,4,3,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,528,4,4,4,3,3,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,216,1,1,4,4,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,2938,1,1,5,5,5,satisfied
Loyal Customer,Business travel,Eco Plus,596,4,5,2,2,4,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,954,1,1,1,4,4,neutral or dissatisfied
Loyal Customer,Business travel,Eco,1195,5,1,5,5,5,satisfied
Loyal Customer,Personal Travel,Eco Plus,222,4,0,0,2,2,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,689,2,2,4,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,3204,5,5,5,4,5,satisfied
Loyal Customer,Business travel,Business,2040,1,1,2,5,5,satisfied
Loyal Customer,Business travel,Eco Plus,413,3,3,4,3,3,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,288,0,0,0,2,2,satisfied
Loyal Customer,Personal Travel,Eco,1304,2,2,3,3,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,3286,2,3,4,2,4,satisfied
Loyal Customer,Business travel,Eco,192,4,2,4,4,4,neutral or dissatisfied
disloyal Customer,Business travel,Eco,992,2,3,3,3,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,756,1,1,4,3,3,satisfied
Loyal Customer,Business travel,Business,946,5,4,4,4,4,satisfied
disloyal Customer,Business travel,Business,1744,1,0,1,1,1,neutral or dissatisfied
Loyal Customer,Business travel,Eco Plus,1399,5,4,5,5,5,satisfied
disloyal Customer,Business travel,Eco,67,2,2,2,1,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,868,4,4,4,5,3,satisfied
Loyal Customer,Business travel,Business,1208,3,3,5,5,5,satisfied
Loyal Customer,Business travel,Eco,1823,3,4,3,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,997,3,3,4,5,4,satisfied
disloyal Customer,Business travel,Business,414,2,2,2,1,3,neutral or dissatisfied
Loyal Customer,Business travel,Eco Plus,190,4,4,4,4,4,satisfied
Loyal Customer,Business travel,Business,1702,4,4,4,4,4,satisfied
Loyal Customer,Business travel,Business,337,2,2,5,2,4,satisfied
Loyal Customer,Personal Travel,Eco,1389,4,4,4,5,1,neutral or dissatisfied
disloyal Customer,Business travel,Eco,173,1,1,1,5,5,neutral or dissatisfied
Loyal Customer,Business travel,Business,2253,4,4,5,4,4,satisfied
disloyal Customer,Business travel,Business,548,3,2,2,4,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,1575,2,2,4,4,3,satisfied
Loyal Customer,Personal Travel,Eco,612,2,2,2,1,1,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,1096,2,2,2,3,3,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco Plus,399,2,2,5,5,4,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,109,1,1,1,5,5,neutral or dissatisfied
disloyal Customer,Business travel,Business,270,4,3,3,2,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,1937,1,1,4,4,4,satisfied
Loyal Customer,Business travel,Business,3001,1,1,5,4,5,satisfied
Loyal Customer,Business travel,Business,1611,1,1,4,4,1,neutral or dissatisfied
disloyal Customer,Business travel,Business,447,3,3,1,1,4,neutral or dissatisfied
disloyal Customer,Business travel,Eco,566,3,3,3,2,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,787,1,2,1,1,1,neutral or dissatisfied
Loyal Customer,Business travel,Eco Plus,2640,4,2,4,4,3,satisfied
Loyal Customer,Business travel,Eco Plus,575,3,2,3,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,1680,4,4,5,5,5,satisfied
Loyal Customer,Business travel,Business,3360,2,1,4,3,2,neutral or dissatisfied
Loyal Customer,Personal Travel,Business,316,2,2,2,4,2,neutral or dissatisfied
disloyal Customer,Business travel,Eco Plus,602,3,3,3,3,2,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,184,2,0,0,2,2,neutral or dissatisfied
disloyal Customer,Business travel,Business,408,3,3,3,3,3,neutral or dissatisfied
disloyal Customer,Business travel,Business,356,1,1,1,2,2,neutral or dissatisfied
Loyal Customer,Business travel,Eco,697,5,3,1,3,5,satisfied
Loyal Customer,Business travel,Business,3817,2,2,5,5,4,satisfied
Loyal Customer,Business travel,Eco Plus,1660,3,5,2,1,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,1222,1,1,4,5,4,satisfied
disloyal Customer,Business travel,Eco,157,3,3,3,2,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,1089,4,4,5,5,5,satisfied
Loyal Customer,Personal Travel,Eco,216,3,3,3,2,3,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,692,4,4,4,2,2,neutral or dissatisfied
disloyal Customer,Business travel,Eco,429,1,1,1,5,1,neutral or dissatisfied
disloyal Customer,Business travel,Business,481,4,4,4,1,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,3190,1,1,4,5,4,satisfied
Loyal Customer,Personal Travel,Business,599,4,4,4,4,3,satisfied
Loyal Customer,Business travel,Business,925,5,5,3,1,4,satisfied
Loyal Customer,Business travel,Business,1995,1,2,5,5,4,satisfied
Loyal Customer,Business travel,Eco,715,4,5,4,5,5,neutral or dissatisfied
disloyal Customer,Business travel,Business,628,2,2,2,4,4,neutral or dissatisfied
Loyal Customer,Business travel,Eco,236,4,3,4,4,4,neutral or dissatisfied
disloyal Customer,Business travel,Eco,187,1,1,1,2,2,neutral or dissatisfied
disloyal Customer,Business travel,Eco,96,3,3,3,4,4,neutral or dissatisfied
disloyal Customer,Business travel,Eco,950,2,2,2,4,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,3430,2,2,4,4,4,satisfied
Loyal Customer,Personal Travel,Eco,711,1,1,1,5,5,neutral or dissatisfied
Loyal Customer,Business travel,Business,2473,5,4,5,5,5,satisfied
Loyal Customer,Personal Travel,Eco,683,4,3,3,3,3,satisfied
Loyal Customer,Business travel,Business,2801,2,2,4,4,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,3346,4,4,3,3,3,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco Plus,1249,2,2,2,2,2,neutral or dissatisfied
disloyal Customer,Business travel,Eco,838,2,2,2,4,5,neutral or dissatisfied
disloyal Customer,Business travel,Eco,602,2,2,2,3,3,neutral or dissatisfied
disloyal Customer,Business travel,Eco,1474,4,5,1,1,3,neutral or dissatisfied
disloyal Customer,Business travel,Business,762,2,1,1,3,3,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,541,3,3,5,4,1,neutral or dissatisfied
Loyal Customer,Business travel,Eco,125,4,2,5,5,4,satisfied
Loyal Customer,Business travel,Business,2890,5,5,4,5,4,satisfied
disloyal Customer,Business travel,Business,1190,4,4,4,2,4,neutral or dissatisfied
disloyal Customer,Business travel,Eco,542,3,3,3,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,508,1,1,4,5,4,satisfied
Loyal Customer,Personal Travel,Eco,257,4,0,3,4,4,neutral or dissatisfied
disloyal Customer,Business travel,Business,1164,5,5,5,4,5,satisfied
Loyal Customer,Business travel,Business,1556,1,1,5,5,3,satisfied
Loyal Customer,Personal Travel,Eco,919,3,4,4,3,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,759,4,4,5,5,4,satisfied
Loyal Customer,Business travel,Business,409,3,3,4,4,4,satisfied
Loyal Customer,Personal Travel,Eco,1042,3,3,3,3,2,neutral or dissatisfied
Loyal Customer,Business travel,Eco,680,4,1,3,2,5,satisfied
Loyal Customer,Personal Travel,Eco,429,1,1,1,2,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,1783,4,4,2,2,2,satisfied
Loyal Customer,Business travel,Eco,466,3,5,3,3,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,3724,1,1,5,5,4,satisfied
Loyal Customer,Business travel,Business,2125,1,1,4,4,4,satisfied
Loyal Customer,Business travel,Business,1788,2,4,2,4,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,461,3,3,1,1,5,satisfied
disloyal Customer,Business travel,Eco Plus,628,2,2,2,1,1,neutral or dissatisfied
Loyal Customer,Business travel,Eco Plus,749,0,0,0,4,4,satisfied
Loyal Customer,Personal Travel,Eco,308,2,2,3,4,3,neutral or dissatisfied
disloyal Customer,Business travel,Eco,867,2,2,2,4,4,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,163,3,3,2,3,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,1971,3,3,3,3,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,2093,1,1,4,4,4,satisfied
Loyal Customer,Personal Travel,Eco,163,3,3,3,5,5,neutral or dissatisfied
Loyal Customer,Business travel,Business,550,4,4,2,2,4,satisfied
Loyal Customer,Personal Travel,Eco,570,2,3,4,4,2,neutral or dissatisfied
disloyal Customer,Business travel,Business,1626,3,3,3,1,3,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,119,2,2,2,2,5,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,802,1,1,1,5,5,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,157,3,3,3,2,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,2154,5,5,5,4,5,satisfied
Loyal Customer,Personal Travel,Eco,140,1,1,1,3,3,neutral or dissatisfied
disloyal Customer,Business travel,Business,102,4,4,4,2,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,2882,5,5,3,3,5,satisfied
Loyal Customer,Business travel,Business,2305,2,2,5,5,5,satisfied
disloyal Customer,Business travel,Business,2434,3,3,3,3,3,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,209,1,1,4,3,5,neutral or dissatisfied
Loyal Customer,Business travel,Business,2133,4,1,4,4,4,satisfied
Loyal Customer,Business travel,Business,589,2,4,4,4,4,satisfied
Loyal Customer,Business travel,Business,74,2,5,3,2,4,neutral or dissatisfied
Loyal Customer,Business travel,Eco,86,5,5,5,5,5,satisfied
Loyal Customer,Personal Travel,Eco,3784,1,1,3,5,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,157,2,3,2,4,4,satisfied
Loyal Customer,Business travel,Business,1773,2,2,3,4,4,satisfied
disloyal Customer,Business travel,Eco,1047,5,0,0,4,4,satisfied
Loyal Customer,Personal Travel,Eco,326,2,2,2,2,2,neutral or dissatisfied
disloyal Customer,Business travel,Business,2300,5,5,5,5,5,satisfied
Loyal Customer,Business travel,Business,2506,1,1,5,4,4,satisfied
Loyal Customer,Business travel,Business,1611,4,4,5,5,4,satisfied
Loyal Customer,Business travel,Business,2204,3,3,5,5,5,satisfied
Loyal Customer,Personal Travel,Eco,240,3,0,0,3,3,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,761,4,3,4,4,5,satisfied
Loyal Customer,Personal Travel,Eco,526,3,3,3,2,2,neutral or dissatisfied
disloyal Customer,Business travel,Eco,184,3,3,3,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,1496,2,2,3,2,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,1728,1,3,3,2,1,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,503,2,2,2,1,1,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,406,2,4,4,4,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,946,1,2,4,3,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,912,1,4,4,5,4,satisfied
Loyal Customer,Business travel,Business,3159,3,5,5,5,4,satisfied
Loyal Customer,Business travel,Eco Plus,255,3,3,3,2,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,2354,4,4,4,4,4,satisfied
Loyal Customer,Personal Travel,Eco,1066,3,3,3,1,1,neutral or dissatisfied
Loyal Customer,Business travel,Eco Plus,399,5,5,5,5,5,satisfied
Loyal Customer,Business travel,Business,2586,1,4,5,5,4,satisfied
Loyal Customer,Personal Travel,Eco,1313,3,3,3,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,2296,5,5,3,5,4,satisfied
disloyal Customer,Business travel,Eco,395,4,4,4,2,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,2910,5,5,5,3,4,satisfied
Loyal Customer,Business travel,Business,2434,1,1,5,5,4,satisfied
Loyal Customer,Business travel,Business,874,3,3,3,2,3,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,320,3,3,3,4,4,neutral or dissatisfied
disloyal Customer,Business travel,Business,547,1,1,1,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Eco,842,0,0,0,3,3,satisfied
Loyal Customer,Business travel,Business,1998,5,2,2,2,5,neutral or dissatisfied
disloyal Customer,Business travel,Eco,1390,5,5,5,4,4,satisfied
Loyal Customer,Personal Travel,Eco Plus,67,2,2,4,4,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,2573,2,2,5,5,4,satisfied
disloyal Customer,Business travel,Eco,980,3,3,3,4,4,neutral or dissatisfied
disloyal Customer,Business travel,Eco,1056,2,2,2,4,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,1754,5,5,5,4,2,satisfied
disloyal Customer,Business travel,Eco,551,5,5,5,1,1,satisfied
Loyal Customer,Personal Travel,Eco,581,3,3,3,5,5,neutral or dissatisfied
Loyal Customer,Business travel,Business,3876,2,2,4,5,4,satisfied
Loyal Customer,Business travel,Business,2229,1,2,3,2,2,neutral or dissatisfied
disloyal Customer,Business travel,Eco,474,3,3,3,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Eco,95,5,3,5,5,5,satisfied
Loyal Customer,Business travel,Business,3293,2,4,4,3,2,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,867,4,4,4,4,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,1520,1,1,4,5,2,satisfied
Loyal Customer,Business travel,Business,337,3,3,3,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,926,3,1,3,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,1975,1,1,5,5,5,satisfied
Loyal Customer,Personal Travel,Eco,859,3,3,4,4,1,neutral or dissatisfied
Loyal Customer,Business travel,Eco Plus,654,4,3,4,4,4,satisfied
Loyal Customer,Personal Travel,Eco,414,2,2,2,5,5,neutral or dissatisfied
Loyal Customer,Business travel,Business,1149,3,3,5,4,5,satisfied
Loyal Customer,Business travel,Business,1607,1,2,4,4,3,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco Plus,331,1,1,1,3,3,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,849,4,4,2,5,4,neutral or dissatisfied
Loyal Customer,Business travel,Eco Plus,406,5,3,5,5,5,satisfied
disloyal Customer,Business travel,Eco,636,1,1,1,3,3,neutral or dissatisfied
disloyal Customer,Business travel,Eco,425,4,4,4,1,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,1362,3,5,3,4,3,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,1096,2,2,2,2,5,neutral or dissatisfied
Loyal Customer,Business travel,Eco,558,5,1,3,4,5,satisfied
Loyal Customer,Business travel,Business,1865,4,4,5,5,5,satisfied
Loyal Customer,Business travel,Business,1062,4,4,4,4,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,3760,4,4,4,2,3,satisfied
Loyal Customer,Business travel,Eco Plus,305,4,4,4,4,4,satisfied
Loyal Customer,Business travel,Eco Plus,689,2,1,3,3,2,neutral or dissatisfied
disloyal Customer,Business travel,Eco,373,4,4,4,1,3,satisfied
Loyal Customer,Business travel,Business,604,1,1,1,3,5,satisfied
Loyal Customer,Business travel,Business,3695,1,1,5,5,5,satisfied
Loyal Customer,Personal Travel,Eco,369,1,1,1,1,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,2930,3,3,5,5,4,satisfied
disloyal Customer,Business travel,Eco,377,2,2,2,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,3342,5,5,5,5,5,satisfied
Loyal Customer,Business travel,Business,3732,5,5,5,5,5,satisfied
disloyal Customer,Business travel,Business,280,5,5,5,3,3,satisfied
Loyal Customer,Personal Travel,Eco Plus,446,3,3,3,5,5,neutral or dissatisfied
Loyal Customer,Business travel,Eco Plus,630,2,4,2,2,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,3299,5,5,4,5,2,satisfied
Loyal Customer,Business travel,Business,1050,4,1,1,5,5,satisfied
Loyal Customer,Personal Travel,Eco,1546,1,1,3,4,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,3683,3,1,4,4,4,satisfied
Loyal Customer,Personal Travel,Eco,1979,0,0,3,3,4,satisfied
Loyal Customer,Business travel,Business,2080,2,2,4,4,5,satisfied
disloyal Customer,Business travel,Eco,1013,2,2,2,1,1,neutral or dissatisfied
Loyal Customer,Business travel,Eco,719,4,5,4,4,4,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,475,3,3,4,4,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,3085,2,2,5,5,4,satisfied
Loyal Customer,Business travel,Business,109,4,4,3,4,4,satisfied
disloyal Customer,Business travel,Eco,1171,1,1,1,1,2,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,1607,1,1,1,3,5,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,134,2,2,2,1,1,neutral or dissatisfied
Loyal Customer,Business travel,Eco Plus,802,2,1,2,4,2,neutral or dissatisfied
disloyal Customer,Business travel,Eco,295,3,3,3,1,1,neutral or dissatisfied
disloyal Customer,Business travel,Business,187,2,2,2,5,5,neutral or dissatisfied
Loyal Customer,Business travel,Business,2079,5,5,4,5,5,satisfied
Loyal Customer,Business travel,Eco Plus,733,4,4,4,4,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,209,3,3,1,2,4,satisfied
disloyal Customer,Business travel,Eco,1050,4,4,4,3,3,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,551,1,1,3,3,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,602,4,3,3,3,4,neutral or dissatisfied
Loyal Customer,Business travel,Eco,744,4,2,4,4,4,satisfied
Loyal Customer,Business travel,Business,3111,5,5,5,4,4,satisfied
Loyal Customer,Business travel,Business,468,4,4,4,5,3,satisfied
Loyal Customer,Personal Travel,Eco,135,2,2,2,3,3,neutral or dissatisfied
disloyal Customer,Business travel,Business,174,1,1,1,4,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,1044,2,2,5,4,5,satisfied
Loyal Customer,Business travel,Business,3077,2,2,4,4,4,satisfied
disloyal Customer,Business travel,Business,232,1,1,1,2,5,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,661,4,4,4,2,2,satisfied
Loyal Customer,Business travel,Business,3240,2,2,4,4,5,satisfied
Loyal Customer,Business travel,Business,2521,5,5,5,5,5,satisfied
disloyal Customer,Business travel,Eco,391,1,1,1,5,5,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,238,2,2,2,2,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,2195,2,5,2,2,2,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,802,4,3,4,4,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,2174,5,5,5,5,4,satisfied
Loyal Customer,Business travel,Business,2147,4,3,4,4,4,satisfied
Loyal Customer,Business travel,Business,1357,3,1,5,5,2,satisfied
Loyal Customer,Business travel,Business,2125,1,1,5,5,5,satisfied
disloyal Customer,Business travel,Eco,1189,2,2,2,2,2,neutral or dissatisfied
disloyal Customer,Business travel,Business,216,1,1,1,1,1,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,921,3,3,3,1,1,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,802,1,1,1,2,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,1977,4,4,5,5,4,satisfied
disloyal Customer,Business travel,Eco,1088,4,4,4,3,3,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,899,4,4,4,2,5,satisfied
Loyal Customer,Business travel,Business,300,3,2,3,3,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,907,1,4,1,1,4,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,999,2,2,2,1,1,neutral or dissatisfied
Loyal Customer,Business travel,Eco,2677,2,1,2,2,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,1945,3,3,4,5,4,satisfied
Loyal Customer,Business travel,Business,3101,5,5,4,4,4,satisfied
Loyal Customer,Personal Travel,Eco,2475,3,3,1,1,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,3907,2,2,4,5,3,satisfied
Loyal Customer,Personal Travel,Eco,687,3,2,5,5,5,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,341,2,2,2,4,4,neutral or dissatisfied
disloyal Customer,Business travel,Business,1047,5,5,5,4,4,satisfied
Loyal Customer,Personal Travel,Business,666,1,1,1,1,1,neutral or dissatisfied
Loyal Customer,Business travel,Eco,373,4,3,4,4,4,satisfied
Loyal Customer,Business travel,Eco,522,2,4,4,3,2,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,399,3,3,3,1,1,neutral or dissatisfied
disloyal Customer,Business travel,Business,529,5,5,5,1,1,satisfied
Loyal Customer,Business travel,Business,189,2,2,5,4,4,satisfied
disloyal Customer,Business travel,Eco,446,2,2,2,4,4,neutral or dissatisfied
disloyal Customer,Business travel,Business,763,4,4,4,1,1,satisfied
Loyal Customer,Personal Travel,Eco Plus,413,4,4,4,1,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,405,2,2,5,5,3,satisfied
Loyal Customer,Personal Travel,Eco,223,3,3,3,3,5,neutral or dissatisfied
Loyal Customer,Business travel,Business,377,3,5,5,5,5,satisfied
disloyal Customer,Business travel,Eco,918,2,2,2,2,2,neutral or dissatisfied
disloyal Customer,Business travel,Eco,878,4,4,4,4,4,satisfied
Loyal Customer,Business travel,Eco,581,4,3,2,2,4,satisfied
Loyal Customer,Business travel,Eco Plus,391,4,1,4,4,4,satisfied
Loyal Customer,Personal Travel,Eco,164,3,3,3,5,5,neutral or dissatisfied
Loyal Customer,Business travel,Business,1565,3,3,5,5,5,satisfied
Loyal Customer,Personal Travel,Eco,2306,3,3,3,1,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,3795,1,1,4,4,4,satisfied
Loyal Customer,Personal Travel,Eco,337,3,3,3,2,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,2125,5,5,4,4,4,satisfied
Loyal Customer,Personal Travel,Eco,255,4,4,4,2,2,satisfied
Loyal Customer,Business travel,Eco,1013,4,1,4,4,4,neutral or dissatisfied
disloyal Customer,Business travel,Business,2640,2,2,2,5,5,neutral or dissatisfied
Loyal Customer,Business travel,Business,1218,3,3,5,5,3,satisfied
Loyal Customer,Business travel,Business,3423,4,4,4,5,5,satisfied
Loyal Customer,Business travel,Business,332,0,0,5,4,3,satisfied
disloyal Customer,Business travel,Business,1172,0,0,0,1,1,satisfied
Loyal Customer,Personal Travel,Eco,101,0,0,5,4,4,satisfied
Loyal Customer,Business travel,Business,1744,1,1,5,4,5,satisfied
Loyal Customer,Business travel,Business,1012,2,2,4,5,5,satisfied
Loyal Customer,Business travel,Business,3675,3,3,4,4,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,3150,1,1,4,3,1,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,300,3,3,3,3,5,neutral or dissatisfied
disloyal Customer,Business travel,Eco,120,1,1,1,5,5,neutral or dissatisfied
Loyal Customer,Business travel,Business,1608,4,4,5,5,5,satisfied
Loyal Customer,Personal Travel,Eco,650,1,1,1,2,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,237,5,5,4,4,4,satisfied
Loyal Customer,Business travel,Business,2056,3,3,4,5,4,satisfied
disloyal Customer,Business travel,Business,546,0,0,0,2,2,satisfied
Loyal Customer,Business travel,Business,1448,2,2,4,4,4,satisfied
Loyal Customer,Business travel,Business,2686,2,2,5,5,5,satisfied
Loyal Customer,Business travel,Business,1919,2,2,4,4,4,satisfied
Loyal Customer,Business travel,Business,261,2,2,2,1,5,satisfied
Loyal Customer,Business travel,Business,308,2,2,2,1,5,satisfied
Loyal Customer,Personal Travel,Eco,2419,3,3,3,2,2,neutral or dissatisfied
disloyal Customer,Business travel,Eco,462,2,2,2,5,5,neutral or dissatisfied
Loyal Customer,Business travel,Business,3460,4,4,4,5,4,satisfied
Loyal Customer,Business travel,Business,3875,3,3,5,4,5,satisfied
Loyal Customer,Personal Travel,Eco,106,3,0,0,4,4,neutral or dissatisfied
Loyal Customer,Business travel,Business,1562,3,5,4,3,3,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,290,4,3,3,5,5,satisfied
Loyal Customer,Personal Travel,Eco,528,1,1,1,1,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,3623,0,0,5,4,3,satisfied
Loyal Customer,Business travel,Business,250,0,0,4,5,4,satisfied
Loyal Customer,Business travel,Business,169,3,1,3,1,3,neutral or dissatisfied
disloyal Customer,Business travel,Business,241,2,2,2,4,3,neutral or dissatisfied
Loyal Customer,Business travel,Business,2586,1,2,4,4,5,satisfied
Loyal Customer,Business travel,Business,3928,4,4,5,5,4,satisfied
Loyal Customer,Business travel,Business,271,1,1,4,4,5,satisfied
Loyal Customer,Business travel,Business,2767,1,0,3,3,1,neutral or dissatisfied
Loyal Customer,Business travel,Eco Plus,545,2,5,2,2,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,1197,1,0,0,4,3,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,541,2,2,5,4,1,neutral or dissatisfied
Loyal Customer,Business travel,Business,3136,3,3,5,4,4,satisfied
disloyal Customer,Business travel,Eco,1237,2,2,2,2,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,3659,3,1,3,3,3,neutral or dissatisfied
Loyal Customer,Personal Travel,Business,2704,4,4,4,2,2,neutral or dissatisfied
Loyal Customer,Business travel,Business,590,1,1,4,4,4,satisfied
disloyal Customer,Business travel,Business,191,3,3,3,5,5,neutral or dissatisfied
disloyal Customer,Business travel,Eco,157,1,1,1,4,4,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,337,3,3,3,3,3,neutral or dissatisfied
Loyal Customer,Personal Travel,Eco,486,3,3,3,3,3,neutral or dissatisfied
Loyal Customer,Personal Travel,Business,925,2,2,4,4,5,neutral or dissatisfied
Loyal Customer,Business travel,Business,594,2,3,5,4,5,satisfied
Loyal Customer,Business travel,Business,937,5,5,4,5,5,satisfied
Loyal Customer,Personal Travel,Eco,746,1,1,1,2,2,neutral or dissatisfied
